disrict,client_id,client_catg,region,creation_date,target
69,train_Client_135277,11,107,29/12/2009,0.0
69,train_Client_135278,11,107,02/11/1987,0.0
62,train_Client_135279,11,304,12/09/2002,0.0
62,train_Client_13528,11,303,19/04/2010,0.0
69,train_Client_135280,11,103,24/05/2019,0.0
63,train_Client_135281,11,311,25/05/2000,0.0
69,train_Client_135282,11,104,18/04/2001,0.0
62,train_Client_135283,11,301,22/10/2013,0.0
69,train_Client_135284,11,104,28/07/1995,0.0
69,train_Client_135285,11,107,15/05/2013,1.0
69,train_Client_135286,11,103,12/11/2013,0.0
63,train_Client_135287,11,311,04/04/2002,0.0
62,train_Client_135288,11,303,29/07/2002,0.0
63,train_Client_135289,11,311,06/12/2010,0.0
60,train_Client_13529,11,101,12/08/1986,0.0
60,train_Client_135290,11,101,08/06/2010,0.0
69,train_Client_135291,11,107,18/05/1987,0.0
62,train_Client_135292,11,301,15/08/2012,0.0
60,train_Client_135293,11,101,23/12/2014,0.0
63,train_Client_135294,11,312,21/12/1988,0.0
69,train_Client_135295,11,104,18/09/2000,0.0
62,train_Client_135296,11,309,04/11/1983,0.0
63,train_Client_135297,11,101,23/06/1993,0.0
60,train_Client_135298,11,101,11/10/2016,0.0
62,train_Client_135299,11,305,28/03/2002,0.0
62,train_Client_1353,11,301,19/12/1989,0.0
62,train_Client_13530,11,307,22/12/2008,0.0
69,train_Client_135300,11,107,10/01/2008,0.0
60,train_Client_135301,11,101,27/12/2004,0.0
63,train_Client_135302,11,311,30/01/2004,0.0
62,train_Client_135303,11,304,09/05/2006,0.0
69,train_Client_135304,11,107,09/01/2007,0.0
63,train_Client_135305,11,311,31/12/1998,0.0
62,train_Client_135306,11,310,18/12/2017,0.0
60,train_Client_135307,11,101,02/08/2006,0.0
63,train_Client_135308,11,306,07/10/1988,0.0
62,train_Client_135309,11,302,07/05/1990,0.0
63,train_Client_13531,11,399,28/06/1982,0.0
69,train_Client_135310,11,107,30/11/1982,0.0
63,train_Client_135311,11,312,11/12/1986,0.0
63,train_Client_135312,11,306,29/10/2008,0.0
63,train_Client_135313,11,101,07/03/2017,0.0
69,train_Client_135314,11,104,28/10/2005,0.0
63,train_Client_135315,11,306,30/11/2001,0.0
60,train_Client_135316,11,101,25/12/2006,0.0
69,train_Client_135317,11,104,13/08/2013,0.0
60,train_Client_135318,11,101,26/09/2007,0.0
69,train_Client_135319,11,104,18/06/1992,1.0
63,train_Client_13532,11,313,18/04/1981,0.0
62,train_Client_135320,11,305,25/09/2009,0.0
60,train_Client_135321,11,101,01/11/1982,0.0
62,train_Client_135322,11,303,10/04/2001,1.0
60,train_Client_135323,11,101,24/05/1985,0.0
69,train_Client_135324,11,104,19/03/2013,0.0
60,train_Client_135325,11,101,24/02/1997,0.0
63,train_Client_135326,11,308,29/09/2008,0.0
69,train_Client_135327,11,103,16/04/2014,0.0
69,train_Client_135328,11,107,27/01/2006,0.0
63,train_Client_135329,11,311,09/06/1997,0.0
63,train_Client_13533,11,306,01/04/1986,0.0
69,train_Client_135330,11,107,27/04/2009,0.0
62,train_Client_135331,11,301,27/08/2018,0.0
63,train_Client_135332,11,312,11/03/2019,0.0
62,train_Client_135333,11,303,21/07/2012,0.0
69,train_Client_135334,11,107,06/08/2015,0.0
69,train_Client_135335,11,107,13/12/1984,0.0
69,train_Client_135336,11,105,08/07/2003,0.0
62,train_Client_135337,11,301,31/10/1984,0.0
62,train_Client_135338,11,301,30/05/2014,0.0
63,train_Client_135339,11,311,22/06/2013,0.0
63,train_Client_13534,11,312,04/10/2006,0.0
60,train_Client_135340,11,101,06/06/2013,0.0
60,train_Client_135341,11,101,06/03/2017,0.0
69,train_Client_135342,11,103,20/01/2009,0.0
62,train_Client_135343,11,309,10/01/2014,0.0
60,train_Client_135344,11,101,06/08/2008,0.0
63,train_Client_135345,11,101,25/11/1991,0.0
60,train_Client_135346,11,101,09/11/2009,0.0
62,train_Client_135347,11,302,03/12/2015,0.0
69,train_Client_135348,11,103,21/08/2013,0.0
69,train_Client_135349,11,104,13/10/1997,0.0
69,train_Client_13535,11,103,12/08/2003,0.0
69,train_Client_135350,11,107,11/03/2014,1.0
63,train_Client_135351,11,311,14/04/1987,0.0
62,train_Client_135352,11,302,06/11/2015,0.0
62,train_Client_135353,11,307,26/04/1980,0.0
62,train_Client_135354,11,301,24/05/2017,0.0
69,train_Client_135355,11,103,16/12/2015,0.0
60,train_Client_135356,11,101,22/09/2010,0.0
69,train_Client_135357,11,107,07/11/1983,0.0
69,train_Client_135358,11,103,05/06/2010,0.0
69,train_Client_135359,11,104,07/09/2007,0.0
60,train_Client_13536,11,101,11/03/2017,0.0
60,train_Client_135360,11,101,09/03/2017,0.0
60,train_Client_135361,11,101,02/09/2010,0.0
63,train_Client_135362,11,311,27/09/2001,0.0
63,train_Client_135363,11,306,31/12/1994,0.0
69,train_Client_135364,11,103,18/11/2015,0.0
60,train_Client_135365,11,101,20/07/2000,0.0
63,train_Client_135366,11,312,28/02/2001,0.0
69,train_Client_135367,11,104,05/06/1982,0.0
60,train_Client_135368,11,101,24/02/2000,0.0
69,train_Client_135369,11,105,09/03/1987,0.0
62,train_Client_13537,11,303,17/09/2002,1.0
62,train_Client_135370,11,304,02/04/2008,0.0
62,train_Client_135371,11,301,18/08/1988,0.0
63,train_Client_135372,11,311,30/03/2000,0.0
62,train_Client_135373,11,303,28/05/2002,0.0
63,train_Client_135374,11,306,02/08/2010,0.0
62,train_Client_135375,11,304,20/11/1997,0.0
60,train_Client_135376,11,101,01/06/2004,0.0
69,train_Client_135377,11,104,24/02/2017,0.0
69,train_Client_135378,11,104,17/12/2018,0.0
62,train_Client_135379,11,302,04/04/1981,0.0
69,train_Client_13538,11,105,14/11/2012,0.0
69,train_Client_135380,11,104,08/04/2016,0.0
69,train_Client_135381,11,104,11/12/2018,0.0
69,train_Client_135382,11,103,03/11/2007,1.0
69,train_Client_135383,11,103,10/03/2003,1.0
60,train_Client_135384,11,101,24/12/2002,0.0
60,train_Client_135385,11,101,07/12/1981,0.0
69,train_Client_135386,11,104,23/07/2002,0.0
63,train_Client_135387,11,308,11/01/2019,0.0
62,train_Client_135388,11,309,13/06/1991,0.0
69,train_Client_135389,11,103,16/11/2018,0.0
63,train_Client_13539,11,311,08/12/1997,0.0
60,train_Client_135390,51,101,03/05/2005,0.0
60,train_Client_135391,11,101,06/06/2011,0.0
62,train_Client_135392,11,309,30/09/1999,0.0
60,train_Client_135393,11,101,07/06/2011,0.0
60,train_Client_135394,11,101,16/12/1980,0.0
63,train_Client_135395,11,101,16/12/2002,0.0
69,train_Client_135396,11,104,27/12/2014,0.0
62,train_Client_135397,11,301,06/07/2015,0.0
63,train_Client_135398,11,311,04/09/2014,0.0
63,train_Client_135399,11,311,10/12/2010,0.0
60,train_Client_1354,11,101,01/10/2002,0.0
62,train_Client_13540,11,304,24/06/1998,0.0
60,train_Client_135400,11,101,24/10/2007,0.0
60,train_Client_135401,11,101,25/10/2004,0.0
62,train_Client_135402,11,307,27/07/2010,0.0
62,train_Client_135403,11,304,20/02/2006,0.0
60,train_Client_135404,11,101,08/12/2010,0.0
63,train_Client_135405,11,311,10/03/1989,1.0
63,train_Client_135406,11,306,25/02/2015,0.0
60,train_Client_135407,11,101,18/02/2009,0.0
69,train_Client_135408,11,104,27/05/2005,0.0
60,train_Client_135409,11,101,04/07/1984,0.0
62,train_Client_13541,11,301,11/12/1986,0.0
62,train_Client_135410,11,307,30/10/1998,0.0
60,train_Client_135411,51,101,11/11/2009,0.0
60,train_Client_135412,11,101,08/07/2008,0.0
60,train_Client_135413,11,101,23/04/2014,0.0
69,train_Client_135414,11,103,21/08/1995,0.0
60,train_Client_135415,11,101,09/02/2009,0.0
60,train_Client_135416,11,101,19/09/2008,0.0
69,train_Client_135417,11,104,08/12/2015,0.0
62,train_Client_135418,11,310,17/05/2016,0.0
62,train_Client_135419,11,302,02/02/2006,0.0
69,train_Client_13542,11,104,04/06/1997,0.0
69,train_Client_135420,11,107,04/12/2000,0.0
62,train_Client_135421,11,304,01/10/2016,0.0
62,train_Client_135422,51,305,27/10/1993,0.0
69,train_Client_135423,11,107,23/10/2003,1.0
62,train_Client_135424,11,371,21/02/2011,0.0
69,train_Client_135425,11,107,22/10/1996,0.0
69,train_Client_135426,11,103,06/10/2004,0.0
69,train_Client_135427,11,107,26/05/1999,0.0
69,train_Client_135428,11,107,06/07/2017,0.0
60,train_Client_135429,11,101,11/11/2010,0.0
60,train_Client_13543,11,101,24/05/1985,0.0
62,train_Client_135430,11,301,31/12/1984,0.0
63,train_Client_135431,11,101,09/11/1989,1.0
69,train_Client_135432,11,107,05/11/2009,0.0
63,train_Client_135433,11,311,28/12/2015,0.0
60,train_Client_135434,11,101,12/05/2009,0.0
62,train_Client_135435,11,302,11/03/2015,0.0
63,train_Client_135436,11,311,17/01/2008,0.0
69,train_Client_135437,11,104,27/07/2009,0.0
60,train_Client_135438,11,101,17/05/2012,0.0
69,train_Client_135439,11,104,21/05/2009,0.0
69,train_Client_13544,11,107,22/02/2010,0.0
60,train_Client_135440,11,101,09/07/1998,0.0
63,train_Client_135441,11,311,04/10/1995,0.0
69,train_Client_135442,11,104,29/03/1983,0.0
62,train_Client_135443,11,302,21/11/1983,0.0
63,train_Client_135444,11,311,30/12/1997,0.0
60,train_Client_135445,11,101,04/04/1983,0.0
60,train_Client_135446,51,101,22/02/2007,0.0
69,train_Client_135447,11,104,27/11/2010,0.0
63,train_Client_135448,11,311,28/10/1999,1.0
63,train_Client_135449,11,312,23/04/2018,0.0
60,train_Client_13545,11,101,23/06/1995,0.0
60,train_Client_135450,11,101,29/04/1994,0.0
69,train_Client_135451,11,107,09/10/2015,0.0
69,train_Client_135452,11,107,23/09/2005,0.0
63,train_Client_135453,11,311,24/09/2002,0.0
60,train_Client_135454,11,101,25/10/2010,0.0
63,train_Client_135455,11,312,18/01/2017,0.0
63,train_Client_135456,11,306,16/01/2015,0.0
69,train_Client_135457,11,107,13/12/2006,0.0
60,train_Client_135458,11,101,24/12/2003,0.0
62,train_Client_135459,11,303,06/08/2015,0.0
62,train_Client_13546,11,302,09/12/1996,0.0
63,train_Client_135460,11,306,27/11/2013,0.0
69,train_Client_135461,11,103,31/10/2006,0.0
60,train_Client_135462,11,101,28/12/2015,0.0
69,train_Client_135463,11,104,17/07/2006,0.0
69,train_Client_135464,11,103,13/03/2007,0.0
60,train_Client_135465,11,101,22/12/2016,0.0
62,train_Client_135466,11,301,13/02/2006,0.0
60,train_Client_135467,11,101,24/06/2015,0.0
60,train_Client_135468,11,101,10/03/2016,0.0
60,train_Client_135469,11,101,19/01/2018,0.0
63,train_Client_13547,11,306,10/12/2011,0.0
63,train_Client_135470,11,372,19/05/2016,0.0
69,train_Client_135471,11,107,02/12/2014,0.0
63,train_Client_135472,11,312,28/09/2005,0.0
63,train_Client_135473,11,312,19/09/2016,0.0
63,train_Client_135474,11,311,19/05/1993,0.0
60,train_Client_135475,11,101,14/03/2008,0.0
69,train_Client_135476,11,103,18/05/2009,0.0
62,train_Client_135477,11,301,03/01/1978,0.0
69,train_Client_135478,11,103,27/06/2018,0.0
60,train_Client_135479,11,101,23/02/2009,0.0
62,train_Client_13548,11,304,07/06/2010,0.0
60,train_Client_135480,11,101,07/10/2009,0.0
62,train_Client_135481,11,301,21/04/1981,0.0
62,train_Client_135482,11,302,10/08/2015,0.0
69,train_Client_135483,11,107,15/05/2013,0.0
60,train_Client_135484,11,101,06/10/1998,0.0
62,train_Client_135485,11,310,11/06/2015,0.0
60,train_Client_135486,11,101,08/09/2003,0.0
69,train_Client_135487,11,103,03/11/2013,0.0
63,train_Client_135488,11,101,08/12/2015,0.0
69,train_Client_135489,12,104,18/07/2011,0.0
62,train_Client_13549,11,307,26/10/2011,0.0
62,train_Client_135490,11,302,24/12/1997,0.0
62,train_Client_135491,11,301,10/04/2009,0.0
62,train_Client_135492,11,302,18/03/2013,0.0
69,train_Client_1355,11,104,17/06/2013,0.0
62,train_Client_13550,11,310,11/08/2010,0.0
62,train_Client_13551,11,305,17/01/2002,0.0
69,train_Client_13552,11,104,31/12/2002,0.0
69,train_Client_13553,11,104,23/07/2019,0.0
60,train_Client_13554,11,101,12/11/1991,0.0
69,train_Client_13555,11,103,03/10/1983,0.0
62,train_Client_13556,11,301,10/06/1983,0.0
62,train_Client_13557,11,301,30/09/2011,0.0
69,train_Client_13558,11,103,20/06/2012,0.0
60,train_Client_13559,11,101,15/02/1983,0.0
63,train_Client_1356,11,311,30/05/2012,1.0
62,train_Client_13560,11,307,31/05/1982,0.0
69,train_Client_13561,11,104,22/10/2013,0.0
60,train_Client_13562,11,101,12/07/2010,0.0
60,train_Client_13563,12,101,03/12/2012,0.0
69,train_Client_13564,11,106,21/04/1979,0.0
62,train_Client_13565,11,310,22/12/2017,0.0
62,train_Client_13566,11,302,12/07/1982,0.0
62,train_Client_13567,11,309,07/05/1990,0.0
69,train_Client_13568,11,104,22/02/2012,0.0
69,train_Client_13569,11,104,27/01/1986,0.0
69,train_Client_1357,11,105,14/11/2000,0.0
62,train_Client_13570,11,301,18/04/1985,0.0
62,train_Client_13571,11,302,23/09/2011,0.0
60,train_Client_13572,12,101,10/10/2012,0.0
63,train_Client_13573,11,312,18/11/2010,0.0
63,train_Client_13574,11,311,25/05/2000,0.0
62,train_Client_13575,11,303,21/05/1977,0.0
62,train_Client_13576,11,301,14/03/2009,0.0
62,train_Client_13577,11,309,15/03/1993,0.0
60,train_Client_13578,11,101,15/01/2010,0.0
63,train_Client_13579,11,312,29/05/1985,0.0
62,train_Client_1358,11,310,05/07/2017,0.0
60,train_Client_13580,11,101,21/10/1996,0.0
60,train_Client_13581,11,101,13/05/1983,0.0
60,train_Client_13582,11,101,23/02/2004,0.0
63,train_Client_13583,11,311,20/11/1997,0.0
62,train_Client_13584,11,310,27/04/2016,0.0
60,train_Client_13585,11,101,15/10/1999,0.0
60,train_Client_13586,11,101,21/09/1989,0.0
60,train_Client_13587,11,101,17/01/2008,0.0
63,train_Client_13588,11,306,24/12/2013,0.0
62,train_Client_13589,11,304,26/01/2016,0.0
63,train_Client_1359,11,311,28/09/2004,0.0
60,train_Client_13590,11,101,05/01/2012,0.0
60,train_Client_13591,11,101,16/10/2012,0.0
60,train_Client_13592,11,101,01/08/1983,0.0
69,train_Client_13593,51,103,03/12/2010,0.0
62,train_Client_13594,11,309,19/06/1996,0.0
62,train_Client_13595,11,302,08/06/2012,0.0
63,train_Client_13596,11,306,29/10/2002,0.0
69,train_Client_13597,11,107,09/03/2001,0.0
69,train_Client_13598,11,105,21/12/2010,0.0
69,train_Client_13599,11,104,20/09/2007,0.0
69,train_Client_136,11,206,21/10/2011,0.0
69,train_Client_1360,11,107,30/11/1982,0.0
60,train_Client_13600,11,101,18/06/2007,0.0
62,train_Client_13601,11,301,27/12/2011,0.0
63,train_Client_13602,11,311,22/12/1999,0.0
62,train_Client_13603,11,310,12/11/2013,0.0
69,train_Client_13604,11,104,27/02/1996,0.0
69,train_Client_13605,11,103,05/05/2016,1.0
60,train_Client_13606,11,101,03/05/2012,0.0
62,train_Client_13607,11,309,01/12/2016,0.0
63,train_Client_13608,11,311,30/09/2014,0.0
62,train_Client_13609,11,307,07/09/2012,0.0
62,train_Client_1361,11,301,22/08/1979,0.0
60,train_Client_13610,12,101,30/03/2009,0.0
69,train_Client_13611,11,103,03/12/2016,0.0
62,train_Client_13612,11,310,25/12/2017,0.0
62,train_Client_13613,11,301,21/08/1989,0.0
62,train_Client_13614,11,301,16/03/1977,0.0
69,train_Client_13615,11,104,17/11/2003,0.0
60,train_Client_13616,11,101,19/02/1992,0.0
63,train_Client_13617,11,312,03/02/2014,0.0
60,train_Client_13618,11,101,10/06/2014,0.0
62,train_Client_13619,11,301,22/04/2014,0.0
62,train_Client_1362,12,301,21/11/2017,0.0
69,train_Client_13620,11,103,08/05/2013,0.0
63,train_Client_13621,11,312,18/03/2014,0.0
60,train_Client_13622,11,101,21/01/1978,0.0
69,train_Client_13623,11,103,22/11/2018,0.0
69,train_Client_13624,11,104,31/07/2008,0.0
69,train_Client_13625,11,106,25/10/1993,0.0
60,train_Client_13626,11,101,18/04/2015,0.0
63,train_Client_13627,11,101,28/02/1992,0.0
63,train_Client_13628,11,312,30/11/2001,1.0
60,train_Client_13629,11,101,03/06/2011,0.0
62,train_Client_1363,11,305,14/10/2002,0.0
69,train_Client_13630,11,104,04/12/2013,0.0
69,train_Client_13631,11,104,30/11/2006,0.0
63,train_Client_13632,11,311,31/12/2005,0.0
60,train_Client_13633,11,101,06/10/2006,0.0
60,train_Client_13634,11,101,11/10/2017,0.0
60,train_Client_13635,11,101,23/06/1993,0.0
60,train_Client_13636,11,101,24/12/2001,0.0
62,train_Client_13637,11,310,29/05/1998,1.0
62,train_Client_13638,11,307,29/05/1982,0.0
60,train_Client_13639,11,101,24/11/1979,0.0
63,train_Client_1364,11,311,03/11/1993,0.0
60,train_Client_13640,11,101,30/10/1985,0.0
69,train_Client_13641,11,103,04/04/2011,0.0
62,train_Client_13642,11,304,31/12/1996,0.0
62,train_Client_13643,11,304,28/06/2002,0.0
60,train_Client_13644,11,101,15/04/1997,0.0
60,train_Client_13645,11,101,05/06/2018,0.0
69,train_Client_13646,11,103,27/10/1980,0.0
60,train_Client_13647,11,101,23/10/1989,0.0
63,train_Client_13648,11,311,17/11/1995,1.0
60,train_Client_13649,11,101,26/11/1991,0.0
69,train_Client_1365,11,104,14/12/2016,0.0
60,train_Client_13650,11,101,18/08/1977,0.0
63,train_Client_13651,11,306,25/11/2014,0.0
69,train_Client_13652,11,104,26/10/1982,0.0
62,train_Client_13653,11,301,21/10/2008,0.0
60,train_Client_13654,11,101,01/09/1982,0.0
63,train_Client_13655,11,306,14/05/2019,0.0
62,train_Client_13656,11,302,08/09/2012,1.0
62,train_Client_13657,11,305,14/03/2009,0.0
62,train_Client_13658,11,303,21/09/2016,0.0
69,train_Client_13659,11,107,22/11/2012,0.0
63,train_Client_1366,11,306,16/12/2006,0.0
60,train_Client_13660,11,101,08/01/1986,0.0
62,train_Client_13661,11,303,03/12/2007,0.0
63,train_Client_13662,11,311,21/05/2014,0.0
60,train_Client_13663,11,101,23/10/1985,0.0
69,train_Client_13664,11,104,29/04/1981,0.0
62,train_Client_13665,11,304,23/11/2009,0.0
69,train_Client_13666,11,104,24/10/2008,0.0
62,train_Client_13667,11,301,26/02/1991,0.0
62,train_Client_13668,11,309,25/02/2016,0.0
62,train_Client_13669,11,301,26/03/2018,0.0
63,train_Client_1367,11,311,03/04/2013,0.0
62,train_Client_13670,11,309,27/09/1995,0.0
62,train_Client_13671,11,307,28/12/1995,0.0
60,train_Client_13672,11,101,30/10/1985,0.0
60,train_Client_13673,11,101,24/05/1985,0.0
69,train_Client_13674,11,103,30/12/2010,0.0
60,train_Client_13675,11,101,30/06/2000,0.0
60,train_Client_13676,11,101,19/09/1979,0.0
60,train_Client_13677,11,101,14/05/1980,0.0
69,train_Client_13678,11,107,31/03/1992,0.0
60,train_Client_13679,11,101,21/10/1987,0.0
62,train_Client_1368,11,303,15/04/1981,0.0
63,train_Client_13680,11,312,04/10/2017,0.0
69,train_Client_13681,11,104,14/07/2017,0.0
62,train_Client_13682,11,371,25/10/1999,0.0
69,train_Client_13683,11,103,17/09/2009,0.0
69,train_Client_13684,11,103,30/12/2010,0.0
62,train_Client_13685,11,310,26/04/2010,0.0
62,train_Client_13686,11,309,21/07/2016,0.0
69,train_Client_13687,11,104,18/05/2013,0.0
62,train_Client_13688,11,302,25/11/1987,0.0
69,train_Client_13689,11,107,10/06/2003,0.0
60,train_Client_1369,11,101,08/12/1995,0.0
69,train_Client_13690,11,107,29/07/1996,0.0
62,train_Client_13691,11,310,23/11/1987,0.0
69,train_Client_13692,11,103,13/05/2015,0.0
62,train_Client_13693,11,301,15/01/1986,0.0
62,train_Client_13694,11,303,19/02/1977,0.0
63,train_Client_13695,11,311,11/11/1994,1.0
60,train_Client_13696,11,101,18/01/2010,0.0
62,train_Client_13697,11,301,10/07/1998,0.0
63,train_Client_13698,11,306,04/12/2013,0.0
69,train_Client_13699,11,107,09/05/2001,0.0
63,train_Client_137,11,311,17/06/2011,0.0
69,train_Client_1370,11,107,31/07/2002,0.0
63,train_Client_13700,12,306,31/03/2004,0.0
60,train_Client_13701,11,101,22/10/1991,0.0
63,train_Client_13702,11,311,13/06/2017,0.0
69,train_Client_13703,11,104,23/05/2006,0.0
62,train_Client_13704,11,304,21/11/1983,0.0
69,train_Client_13705,11,107,17/02/2006,0.0
62,train_Client_13706,51,305,23/01/2008,0.0
63,train_Client_13707,11,311,07/05/1990,0.0
69,train_Client_13708,11,104,20/12/2006,0.0
60,train_Client_13709,11,101,09/08/1990,0.0
62,train_Client_1371,11,302,04/02/2009,1.0
60,train_Client_13710,11,101,06/09/2002,0.0
63,train_Client_13711,11,101,20/06/2013,0.0
69,train_Client_13712,11,104,13/06/1988,0.0
60,train_Client_13713,11,101,22/11/1991,0.0
69,train_Client_13714,11,104,24/10/1983,0.0
63,train_Client_13715,11,312,25/09/1996,1.0
62,train_Client_13716,11,301,24/04/2007,0.0
63,train_Client_13717,11,311,08/10/2009,0.0
62,train_Client_13718,11,302,19/06/1996,0.0
62,train_Client_13719,11,303,26/05/2014,0.0
62,train_Client_1372,11,309,26/06/1992,0.0
60,train_Client_13720,11,101,04/12/2013,0.0
60,train_Client_13721,11,101,27/09/2001,0.0
63,train_Client_13722,11,312,19/09/2013,0.0
60,train_Client_13723,11,101,21/04/2000,0.0
60,train_Client_13724,11,101,02/11/1979,0.0
60,train_Client_13725,11,101,14/05/2018,0.0
62,train_Client_13726,11,302,20/01/1993,0.0
69,train_Client_13727,11,104,31/12/2014,0.0
69,train_Client_13728,11,104,16/10/2012,0.0
60,train_Client_13729,11,101,22/09/2009,0.0
69,train_Client_1373,51,103,11/12/2014,0.0
60,train_Client_13730,11,101,14/02/2002,0.0
62,train_Client_13731,11,303,06/02/1980,0.0
63,train_Client_13732,11,312,28/10/2003,1.0
63,train_Client_13733,11,312,30/10/2003,0.0
63,train_Client_13734,11,306,29/10/2015,0.0
69,train_Client_13735,11,105,30/10/1995,0.0
62,train_Client_13736,11,301,27/12/1977,0.0
60,train_Client_13737,11,101,12/02/1998,0.0
62,train_Client_13738,12,305,29/12/2004,0.0
62,train_Client_13739,11,304,03/09/2013,0.0
62,train_Client_1374,11,303,30/11/2017,0.0
63,train_Client_13740,11,311,30/09/2005,0.0
69,train_Client_13741,11,104,23/03/2017,0.0
62,train_Client_13742,11,309,13/11/2000,0.0
62,train_Client_13743,11,301,23/01/2018,0.0
69,train_Client_13744,11,104,13/02/2018,0.0
63,train_Client_13745,11,306,31/03/2004,0.0
60,train_Client_13746,11,101,16/03/2006,0.0
60,train_Client_13747,11,101,15/04/2013,0.0
63,train_Client_13748,11,312,19/12/1983,0.0
69,train_Client_13749,11,105,23/10/2013,0.0
62,train_Client_1375,11,304,30/12/1998,0.0
62,train_Client_13750,11,302,09/05/2000,0.0
63,train_Client_13751,11,311,07/05/2002,1.0
62,train_Client_13752,11,310,30/10/2009,0.0
60,train_Client_13753,11,101,07/06/1991,0.0
62,train_Client_13754,11,309,22/06/2001,0.0
62,train_Client_13755,11,301,27/11/1992,0.0
69,train_Client_13756,11,103,27/10/1997,0.0
60,train_Client_13757,11,101,16/03/2017,0.0
60,train_Client_13758,11,101,30/10/1996,0.0
60,train_Client_13759,11,101,28/05/2014,0.0
69,train_Client_1376,11,104,30/01/1986,1.0
63,train_Client_13760,11,312,26/10/1982,0.0
62,train_Client_13761,11,310,28/02/2005,0.0
60,train_Client_13762,11,101,26/12/2000,0.0
69,train_Client_13763,11,107,12/08/2009,0.0
63,train_Client_13764,11,306,15/12/1986,0.0
69,train_Client_13765,11,104,11/08/2011,0.0
60,train_Client_13766,11,101,23/05/2011,0.0
62,train_Client_13767,12,305,30/03/2012,0.0
60,train_Client_13768,11,101,22/09/1993,0.0
62,train_Client_13769,11,301,19/10/2007,0.0
62,train_Client_1377,11,371,04/02/2008,0.0
69,train_Client_13770,11,103,06/09/2008,0.0
63,train_Client_13771,11,308,04/04/1979,0.0
69,train_Client_13772,51,107,09/05/2007,0.0
63,train_Client_13773,11,306,22/09/1995,0.0
62,train_Client_13774,11,305,09/06/1987,0.0
62,train_Client_13775,51,305,07/08/2007,0.0
60,train_Client_13776,11,101,03/01/2001,0.0
69,train_Client_13777,11,104,13/12/1985,1.0
62,train_Client_13778,11,310,15/12/1992,0.0
69,train_Client_13779,11,104,13/02/2018,0.0
63,train_Client_1378,11,308,23/11/2017,0.0
63,train_Client_13780,11,311,28/12/2011,0.0
62,train_Client_13781,11,302,17/01/2002,0.0
69,train_Client_13782,11,103,15/08/2015,0.0
62,train_Client_13783,11,303,20/09/1988,0.0
69,train_Client_13784,11,107,08/01/2010,0.0
69,train_Client_13785,11,103,20/05/2010,0.0
62,train_Client_13786,11,301,19/11/2004,0.0
62,train_Client_13787,11,310,20/12/2018,0.0
62,train_Client_13788,11,371,22/06/1987,0.0
60,train_Client_13789,11,101,09/11/2007,0.0
62,train_Client_1379,11,307,11/07/2013,0.0
60,train_Client_13790,11,101,28/06/1979,0.0
69,train_Client_13791,11,104,18/07/2001,0.0
69,train_Client_13792,11,107,18/12/2008,0.0
69,train_Client_13793,11,104,19/07/2018,0.0
63,train_Client_13794,11,306,07/04/2010,0.0
69,train_Client_13795,11,103,11/05/2009,0.0
63,train_Client_13796,11,312,24/01/2008,0.0
69,train_Client_13797,11,105,30/11/1995,0.0
63,train_Client_13798,11,311,31/12/1996,0.0
63,train_Client_13799,11,311,09/01/2017,0.0
60,train_Client_138,11,101,29/07/1991,0.0
60,train_Client_1380,11,101,19/11/1990,0.0
62,train_Client_13800,11,309,16/10/2017,0.0
63,train_Client_13801,11,306,28/04/2009,0.0
63,train_Client_13802,11,311,12/11/2012,0.0
60,train_Client_13803,11,101,30/12/1978,0.0
63,train_Client_13804,11,312,29/09/2014,0.0
60,train_Client_13805,11,101,25/12/2002,0.0
62,train_Client_13806,11,301,23/12/2004,0.0
60,train_Client_13807,11,101,04/02/2003,0.0
69,train_Client_13808,11,103,14/05/1996,0.0
63,train_Client_13809,11,306,31/03/2014,0.0
63,train_Client_1381,11,311,17/09/1999,0.0
69,train_Client_13810,11,103,17/03/2007,0.0
60,train_Client_13811,11,101,21/10/1981,0.0
69,train_Client_13812,11,104,08/08/2009,0.0
62,train_Client_13813,11,304,18/02/2010,0.0
60,train_Client_13814,11,101,23/08/2011,0.0
62,train_Client_13815,11,309,16/08/2005,0.0
69,train_Client_13816,11,107,12/07/2008,1.0
60,train_Client_13817,11,101,24/05/2018,0.0
60,train_Client_13818,11,101,23/02/2015,0.0
69,train_Client_13819,11,107,30/10/2017,0.0
63,train_Client_1382,11,311,12/10/2018,0.0
63,train_Client_13820,11,312,30/01/2004,0.0
69,train_Client_13821,11,103,31/03/1999,0.0
60,train_Client_13822,11,101,28/11/2011,0.0
63,train_Client_13823,11,312,21/12/2015,0.0
60,train_Client_13824,11,101,03/11/1999,0.0
63,train_Client_13825,11,306,08/01/2013,0.0
69,train_Client_13826,11,105,21/05/2016,0.0
69,train_Client_13827,11,103,27/10/1997,0.0
63,train_Client_13828,11,306,10/12/2007,0.0
62,train_Client_13829,11,371,23/02/1988,0.0
62,train_Client_1383,11,301,15/12/2000,0.0
60,train_Client_13830,11,101,06/07/1981,0.0
63,train_Client_13831,11,372,29/06/2001,0.0
62,train_Client_13832,11,301,19/02/1999,0.0
60,train_Client_13833,11,101,13/02/2002,0.0
63,train_Client_13834,11,306,18/01/2016,0.0
69,train_Client_13835,12,107,28/11/2011,0.0
69,train_Client_13836,11,103,09/05/2001,0.0
